date,single_momentum_nav,threshold_dual_momentum_nav,breadth_dual_momentum_nav,hs300_benchmark
2012-08-29,0.9047302129369221,1.0,0.9047302129369221,0.8652073732718885
2012-08-30,0.9007145439935713,1.0,0.9007145439935713,0.8613671274961587
2012-08-31,0.9007145439935713,1.0,0.9007145439935713,0.8613671274961587
2012-09-03,0.9063364805142624,1.0,0.9063364805142624,0.8667434715821803
2012-09-04,0.8966988750502204,1.0,0.8966988750502204,0.857526881720429
2012-09-05,0.8962973081558856,1.0,0.8962973081558856,0.8571428571428563
2012-09-06,0.9051317798312569,1.0,0.9051317798312569,0.8655913978494612
2012-09-07,0.9464931699477697,1.0,0.9464931699477697,0.9051459293394766
2012-09-10,0.9497057051024502,1.0,0.9497057051024502,0.9082181259600604
2012-09-11,0.9424775010044187,1.0,0.9424775010044187,0.9013056835637469
2012-09-12,0.9472963037364396,1.0,0.9472963037364396,0.9059139784946224
2012-09-13,0.9380602651667328,1.0,0.9380602651667328,0.8970814132104441
2012-09-14,0.944485335476094,1.0,0.944485335476094,0.9032258064516115
2012-09-17,0.9223991562876651,1.0,0.9223991562876651,0.8821044546850986
2012-09-18,0.911155283246283,1.0,0.911155283246283,0.8713517665130556
2012-09-19,0.9147693852952986,1.0,0.9147693852952986,0.8748079877112122
2012-09-20,0.89509260747288,1.0,0.89509260747288,0.8559907834101369
2012-09-21,0.894691040578545,1.0,0.894691040578545,0.855606758832564
2012-09-24,0.9027223784652464,1.0,0.9027223784652464,0.8632872503840232
2012-09-25,0.9015176777822411,1.0,0.9015176777822411,0.8621351766513042
2012-09-26,0.8918800723181993,1.0,0.8918800723181993,0.8529185867895531
2012-09-27,0.917580353555644,1.0,0.917580353555644,0.8774961597542228
2012-09-28,0.9388633989554029,1.0,0.9388633989554029,0.8978494623655899
2012-10-08,0.9248085576536753,1.0,0.9248085576536753,0.8844086021505362
2012-10-09,0.9460916030534342,1.0,0.9460916030534342,0.9047619047619032
2012-10-10,0.9460916030534342,1.0,0.9460916030534342,0.9047619047619032
2012-10-11,0.9396665327440732,1.0,0.9396665327440732,0.8986175115207359
2012-10-12,0.9388633989554032,1.0,0.9388633989554032,0.89784946236559
2012-10-15,0.9356508638007224,1.0,0.9356508638007224,0.8947772657450062
2012-10-16,0.9360524306950577,1.0,0.9360524306950577,0.8951612903225793
2012-10-17,0.9396665327440734,1.0,0.9396665327440734,0.898617511520736
2012-10-18,0.9513119726797907,1.0,0.9513119726797907,0.9097542242703521
2012-10-19,0.9513119726797907,0.9995,0.9513119726797907,0.9097542242703521
2012-10-22,0.9549260747288063,0.9990002500000001,0.9549260747288063,0.9132104454685087
2012-10-23,0.9440837685817592,0.9990002500000001,0.9440837685817592,0.9028417818740386
2012-10-24,0.942477501004419,0.9990002500000001,0.942477501004419,0.9013056835637467
